unmapped_index,technology_name,linked_entity_id,tech_id,process_id,geographic_scope,temporal_scope,capacity_scope,system_boundary,source_ids,date_mapped
133,CH4_Tank_CH4,LE_00134,TECH_00065,PROC_00058,GEO_RER,,,,[],2026-06-25
134,CO2Flue_AmineScrub_CO2,LE_00135,TECH_00051,PROC_00059,GEO_GLO,,,,[],2026-06-25
135,CO2Flue_PSA_CO2,LE_00136,TECH_00054,PROC_00060,GEO_GLO,,,,[],2026-06-25
136,ElBdg_Battery_ElBdg,LE_00137,TECH_00056,PROC_00061,GEO_GLO,,,,[],2026-06-25
137,El_AirCon_ThSc,LE_00138,TECH_00026,PROC_00062,GEO_CH,,,,[],2026-06-25
138,El_Battery_El,LE_00139,TECH_00057,PROC_00061,GEO_GLO,,,,[],2026-06-25
139,El_CoElectrolysis_Syngas,LE_00140,TECH_00049,PROC_00034,GEO_RER,,,,[],2026-06-25
140,El_Electrolysis_H2,LE_00141,TECH_00039,PROC_00063,GEO_RER,,,,[],2026-06-25
141,El_HeatPump_ThBdg,LE_00142,TECH_00026,PROC_00064,GEO_RER,,,,[],2026-06-25
142,El_HeatPump_ThInd,LE_00143,TECH_00028,PROC_00064,GEO_RER,,,,[],2026-06-25
143,El_Heater_ThBdg,LE_00144,TECH_00024,PROC_00065,GEO_CH,,,,[],2026-06-25
144,El_Heater_ThInd,LE_00145,TECH_00025,PROC_00065,GEO_CH,,,,[],2026-06-25
145,El_PumpedHydro_Pump,LE_00146,TECH_00012,PROC_00066,GEO_RER,,,,[],2026-06-25
146,Geothermal_CHP_ElTh,LE_00147,TECH_00007,PROC_00005,GEO_CH,,,,[],2026-06-25
147,H2_Boiler_ThInd,LE_00148,TECH_00027,PROC_00016,GEO_GLO,,,,[],2026-06-25
148,H2_CCGT_El,LE_00149,TECH_00008,PROC_00067,GEO_RER,,,,[],2026-06-25
149,H2_CO2Hydro_MeOH,LE_00150,TECH_00037,PROC_00068,GEO_RER,,,,[],2026-06-25
150,H2_FuelCell_El,LE_00151,TECH_00009,PROC_00004,GEO_CH,,,,[],2026-06-25
151,H2_FuelCell_ElBdg,LE_00152,TECH_00010,PROC_00004,GEO_CH,,,,[],2026-06-25
152,H2_HaberBosch_NH3,LE_00153,TECH_00033,PROC_00069,GEO_GLO,,,,[],2026-06-25
153,H2_OCGT_El,LE_00154,TECH_00011,PROC_00057,GEO_CH,,,,[],2026-06-25
154,H2_RWGS_CO,LE_00155,TECH_00038,PROC_00070,GEO_GLO,,,,[],2026-06-25
155,H2_Sabatier_CH4,LE_00156,TECH_00035,PROC_00026,GEO_RER,,,,[],2026-06-25
156,H2_Tank_H2,LE_00157,TECH_00063,PROC_00046,GEO_RER,,,,[],2026-06-25
157,Hydro_PumpedReservoir_Hydro,LE_00158,TECH_00058,PROC_00071,GEO_CH,,,,[],2026-06-25
158,Hydro_PumpedTurbine_El,LE_00159,TECH_00013,PROC_00066,GEO_RER,,,,[],2026-06-25
159,Hydro_Reservoir_El,LE_00160,TECH_00015,PROC_00066,GEO_RER,,,,[],2026-06-25
160,Hydro_Reservoir_Hydro,LE_00161,TECH_00059,PROC_00071,GEO_CH,,,,[],2026-06-25
161,Hydro_RunOfRiver_El,LE_00162,TECH_00014,PROC_00008,GEO_CH,,,,[],2026-06-25
162,MSW_Gasification_H2,LE_00163,TECH_00045,PROC_00072,GEO_CH,,,,[],2026-06-25
163,MSW_Gasification_Syngas,LE_00164,TECH_00044,PROC_00072,GEO_CH,,,,[],2026-06-25
164,MSW_Incineration_El,LE_00165,TECH_00016,PROC_00073,GEO_CH,,,,[],2026-06-25
165,NH3_CCGT_El,LE_00166,TECH_00001,PROC_00055,GEO_GLO,,,,[],2026-06-25
166,NH3_OCGT_El,LE_00167,TECH_00002,PROC_00057,GEO_CH,,,,[],2026-06-25
167,NH3_Tank_NH3,LE_00168,TECH_00070,PROC_00054,GEO_CH,,,,[],2026-06-25
168,Oil_Boiler_ThBdg,LE_00169,TECH_00029,PROC_00016,GEO_GLO,,,,[],2026-06-25
169,Oil_Boiler_ThInd,LE_00170,TECH_00030,PROC_00016,GEO_GLO,,,,[],2026-06-25
170,Solar_PVAlpine_El,LE_00171,TECH_00017,PROC_00074,GEO_GLO,,,,[],2026-06-25
171,Solar_PVRooftop_El,LE_00172,TECH_00018,PROC_00075,GEO_CH,,,,[],2026-06-25
172,Syngas_COHydro_CH4,LE_00173,TECH_00042,PROC_00026,GEO_RER,,,,[],2026-06-25
173,Syngas_COHydro_MeOH,LE_00174,TECH_00043,PROC_00068,GEO_RER,,,,[],2026-06-25
174,Syngas_FT_C12,LE_00175,TECH_00040,PROC_00031,GEO_GLO,,,,[],2026-06-25
175,Syngas_FT_C8,LE_00176,TECH_00041,PROC_00031,GEO_GLO,,,,[],2026-06-25
176,Th_HeatStore_Th,LE_00177,TECH_00060,PROC_00076,GEO_GLO,,,,[],2026-06-25
177,Th_HotWaterTank_Th,LE_00178,TECH_00061,PROC_00077,GEO_CH,,,,[],2026-06-25
178,Th_SeasonalStore_Th,LE_00179,TECH_00062,PROC_00078,GEO_CH,,,,[],2026-06-25
179,U235_Nuclear_El,LE_00180,TECH_00019,PROC_00079,GEO_CH,,,,[],2026-06-25
180,Wind_Turbine_El,LE_00181,TECH_00020,PROC_00014,GEO_GLO,,,,[],2026-06-25
181,Wood_Boiler_ThBdg,LE_00182,TECH_00031,PROC_00080,GEO_CH,,,,[],2026-06-25
182,Wood_Boiler_ThInd,LE_00183,TECH_00032,PROC_00080,GEO_CH,,,,[],2026-06-25
183,Wood_CHP_ElTh,LE_00184,TECH_00021,PROC_00003,GEO_CH,,,,[],2026-06-25
184,Wood_Gasification_H2,LE_00185,TECH_00046,PROC_00072,GEO_CH,,,,[],2026-06-25
185,Wood_Gasification_Syngas,LE_00186,TECH_00047,PROC_00072,GEO_CH,,,,[],2026-06-25
